date,Day Type,Holiday,Moon Calendar,School Events,Rainfall_mm,Max_temp_celsius,Min_temp_celsius,Season,total_passengers,total_adults,total_children,total_fare,no_of_full_fare_tickets,total_C/P_tickets,total_buses,no_of_trips_offline,no_of_MHL_passengers,no_of_city_ordinary_bus,no_of_metro_express_bus,no_of_pallevelug_bus,no_of_other_bus,no_of_metro_delux_bus,no_of_express_bus
2022-04-01,4,0,0,0,0.0267456139761533,36.82211674962196,23.941575410862868,1.0,5354,5289,65,80705,4132,1222,18,81,0,13,5,0,0,0,0
2022-04-02,5,2,1,2,0.0243031375937401,36.34611075371498,23.785845657548407,1.0,4051,3992,59,67375,3196,855,15,60,0,10,5,0,0,0,0
2022-04-03,6,0,2,2,0.022252491872801,36.41790817080283,23.501093752984104,1.0,4090,4011,79,70395,3326,764,18,71,0,11,7,0,0,0,0
2022-04-04,0,0,3,0,0.1061927206756408,36.00742572717468,24.11072115553634,1.0,5954,5871,83,98390,4924,1030,20,85,0,14,6,0,0,0,0
2022-04-05,1,2,4,2,0.0304662234306094,35.53586602284287,23.64772124133532,1.0,6068,6006,62,95535,4913,1155,22,92,0,15,7,0,0,0,0
2022-04-06,2,0,5,1,0.7607131361356342,35.93633278224047,23.23276027088889,1.0,4668,4621,47,78055,3903,765,18,77,0,11,7,0,0,0,0
2022-04-07,3,0,6,1,0.1830379023809251,36.19718993962477,23.94147344260904,1.0,4792,4752,40,80055,4137,655,19,81,0,12,7,0,0,0,0
2022-04-08,4,0,7,1,0.0147019914493224,36.24068905123198,23.442623589305697,1.0,4994,4956,38,75730,3815,1179,18,78,0,11,7,0,0,0,0
2022-04-09,5,0,8,2,0.0384760381040104,35.858542819640206,23.371671063055032,1.0,5636,5545,91,92810,4083,1553,19,81,0,12,7,0,0,0,0
2022-04-10,6,2,9,1,0.0058773192342823,35.84292029987347,24.05191584565887,1.0,3661,3593,68,70180,2792,869,15,68,0,10,5,0,0,0,0
2022-04-11,0,0,10,1,0.0161117213490622,36.03228242051625,23.82232585616174,1.0,6114,6028,86,115120,4701,1413,21,90,0,14,7,0,0,0,0
2022-04-12,1,0,11,1,0.0358484734711748,36.35711837606618,23.792052832804814,1.0,4562,4514,48,101900,3812,750,19,78,0,11,8,0,0,0,0
2022-04-13,2,0,12,1,0.0143871112207084,36.40798241960965,23.512140286154025,1.0,4192,4139,53,89510,3606,586,16,72,0,9,7,0,0,0,0
2022-04-14,3,3,13,1,0.0005162943767319,36.40537878468831,23.99853234470271,1.0,4728,4673,55,92835,3697,1031,17,73,0,12,5,0,0,0,0
2022-04-15,4,3,14,1,11.513248243882094,37.26344931649345,25.66515849663369,1.0,4919,4661,258,92864,3699,1218,15,70,0,10,5,0,0,0,0
2022-04-16,5,3,15,1,11.77588632839666,37.092292767888864,26.432668617484524,1.0,5263,5195,68,106020,4220,1043,20,92,0,13,7,0,0,0,0
2022-04-17,6,3,16,1,15.562922145520702,36.99298531065614,25.70665375906418,1.0,3925,3838,87,81840,3195,730,15,68,0,11,4,0,0,0,0
2022-04-18,0,0,17,1,1.3337224732335675,37.389055777448505,25.09359784263313,1.0,6590,6467,123,120925,4862,1728,20,93,0,13,7,0,0,0,0
2022-04-19,1,0,18,2,0.0609800266840975,38.06065282837272,25.32211814831294,1.0,5306,5247,59,104930,4281,1025,19,92,0,12,7,0,0,0,0
2022-04-20,2,0,19,2,0.0099551131154908,39.0320956385097,26.04960408258654,1.0,4791,4733,58,90515,3699,1092,14,68,0,9,5,0,0,0,0
2022-04-21,3,0,20,2,1.1305327552057185,37.84400671674638,25.601095204541423,1.0,5563,5380,183,102655,4196,1367,16,81,0,11,5,0,0,0,0
2022-04-22,4,3,21,2,9.866715400831865,35.929180272543306,25.313213227157974,1.0,6111,6033,78,108165,4430,1681,17,85,0,10,7,0,0,0,0
2022-04-23,5,3,22,2,12.7364324563473,36.23473955772471,25.34431856603448,1.0,7203,6914,289,118115,4752,2451,17,91,0,11,6,0,0,0,0
2022-04-24,6,3,23,2,3.778400649222817,36.99264550787393,25.62527255811028,1.0,4911,4798,113,101105,3941,970,15,77,0,10,5,0,0,0,0
2022-04-25,0,0,24,2,0.4972041633080217,38.2576995123066,25.904897665568,1.0,6717,6602,115,122210,4887,1830,19,95,0,12,7,0,0,0,0
2022-04-26,1,0,25,2,1.7006335805873616,38.191543783386464,26.057760797092385,1.0,4243,4182,61,87519,3436,805,15,73,0,9,6,0,0,0,0
2022-04-27,2,0,26,2,0.5888556316992538,38.51449244648143,26.522476110807588,1.0,3948,3870,78,80355,3186,762,16,69,0,9,7,0,0,0,0
2022-04-28,3,0,27,2,2.0524702417927885,38.76518104489901,26.75102045186969,1.0,4771,4674,97,92920,3726,1045,17,82,0,11,6,0,0,0,0
2022-04-29,4,3,28,2,0.2729963735114178,40.16417536273275,26.49029908360319,1.0,5386,5337,49,103050,4013,1373,20,92,0,13,7,0,0,0,0
2022-04-30,5,3,29,2,0.0314586209042549,39.952867780903205,26.53372821405526,1.0,4995,4888,107,90760,3614,1381,17,82,0,11,6,0,0,0,0
2022-05-01,6,3,0,2,0.0178370304024053,39.90417523472468,26.57200541015169,1.0,3293,3214,79,74460,2847,446,11,58,0,8,3,0,0,0,0
2022-05-02,0,0,1,2,0.1705036885386481,38.92600434084437,27.00650680648772,1.0,5633,5524,109,101865,3939,1694,17,81,0,10,7,0,0,0,0
2022-05-03,1,2,2,2,9.458932425354112,38.74261851081542,26.85540653345936,1.0,4999,4816,183,101500,3861,1138,19,95,0,12,7,0,0,0,0
2022-05-04,2,2,3,2,4.343759937224287,36.84719034605212,26.928350667147072,1.0,4367,4266,101,104900,4037,330,18,82,0,11,7,0,0,0,0
2022-05-05,3,0,4,2,1.5184056613263823,38.16442845422489,27.27427469013918,1.0,5311,5097,214,99090,3948,1363,17,85,0,10,8,0,0,0,0
2022-05-06,4,0,5,2,0.1273445427049867,39.39391050647964,26.81200899847716,1.0,5507,5400,107,108550,4333,1174,18,83,0,12,6,0,0,0,0
2022-05-07,5,0,6,2,0.0179750903620954,38.89135747123669,26.58419114291604,1.0,4902,4782,120,89330,3502,1400,15,73,0,10,5,0,0,0,0
2022-05-08,6,0,7,2,2.3335591249105767,37.56475549921339,27.44997631163096,1.0,5511,5344,167,109945,4250,1261,17,86,0,12,5,0,0,0,0
2022-05-09,0,0,8,2,0.2042353532504824,38.63095739795489,26.66330674721155,1.0,5962,5850,112,115970,4664,1298,20,90,0,14,6,0,0,0,0
2022-05-10,1,0,9,2,1.502672978936734,37.90823720126298,26.77494968487929,1.0,4620,4523,97,93225,3760,860,15,78,0,10,5,0,0,0,0
2022-05-11,2,0,10,2,134.4508318171267,31.01405291069813,25.423520418796784,1.0,4572,4492,80,95720,3874,698,16,80,0,11,5,0,0,0,0
2022-05-12,3,0,11,2,22.1450266865484,33.53977918889677,24.91548145025945,1.0,5564,5472,92,109797,4410,1153,18,89,0,13,5,0,0,0,0
2022-05-13,4,0,12,2,0.8751456735652512,36.492821664308565,24.84920708586975,1.0,4349,4262,87,81829,3407,939,14,65,0,11,3,0,0,0,0
2022-05-14,5,3,13,2,2.7104139172214787,38.44977086921608,26.08658249920381,1.0,4795,4700,95,90551,3513,1280,15,71,0,9,6,0,0,0,0
2022-05-15,6,3,14,2,2.713193941169395,38.586510290949775,27.09780316884195,1.0,5363,5212,151,103840,3914,1449,14,73,0,10,4,0,0,0,0
2022-05-16,0,3,15,2,1.545900621239556,37.71204132737989,26.71587243994384,1.0,5524,5432,92,107578,4327,1196,17,82,0,12,5,0,0,0,0
2022-05-17,1,0,16,2,24.453576709351424,36.13915798739697,26.779262826387992,1.0,4783,4655,128,89155,3606,1177,16,80,0,11,5,0,0,0,0
2022-05-18,2,0,17,2,4.040110742975852,35.240121555130145,26.438256218313143,1.0,4374,4272,102,98180,3944,430,16,79,0,11,5,0,0,0,0
2022-05-19,3,0,18,2,50.34562629634938,34.3159899645903,25.934209712463428,1.0,4544,4438,106,100070,3796,747,17,86,0,12,5,0,0,0,0
2022-05-20,4,0,19,2,25.956850612309665,34.41439047075545,25.42066453016156,1.0,4367,4288,79,87990,3512,855,15,71,0,12,3,0,0,0,0
2022-05-21,5,0,20,2,3.687709831660632,36.21635019784907,25.680977052062588,1.0,2863,2811,52,62135,2365,498,11,49,0,9,2,0,0,0,0
2022-05-22,6,0,21,2,0.1333602928956717,37.114325924912976,26.57034318790864,1.0,5024,4884,140,117510,4215,809,18,71,0,12,6,0,0,0,0
2022-05-23,0,0,22,2,0.0226944816311051,37.52132902643223,26.946381055615973,1.0,3927,3796,131,66785,2779,1148,13,65,0,11,2,0,0,0,0
2022-05-24,1,0,23,2,0.5374012292313762,37.8496450552604,27.60596008634264,1.0,2245,2175,70,41225,1717,528,10,44,0,8,2,0,0,0,0
2022-05-25,2,0,24,2,0.5729274731435531,37.38080838656526,28.122708736408413,1.0,5248,5150,98,115020,4380,868,17,79,0,10,7,0,0,0,0
2022-05-26,3,0,25,2,15.816674221262286,38.05164741578631,26.93363777044016,1.0,3839,3779,60,69910,2720,1119,13,57,0,8,5,0,0,0,0
2022-05-27,4,0,26,2,3.696304556247192,37.27899648901433,26.53592378246072,1.0,5719,5617,102,107052,4355,1363,18,104,0,13,5,0,0,0,0
2022-05-28,5,0,27,2,0.1688425676057185,38.44263513163946,27.52404200045146,1.0,5590,5504,86,102430,3994,1596,19,98,0,11,9,0,0,0,0
2022-05-29,6,0,28,2,0.224217493659658,38.752578305095824,28.23576243146084,1.0,4453,4319,134,89070,3528,925,15,77,0,11,4,0,0,0,0
2022-05-30,0,0,0,2,0.4803442772761983,38.72303389807462,28.76988467673499,1.0,5494,5407,87,99895,4042,1452,18,93,0,12,6,0,0,0,0
2022-05-31,1,0,1,2,14.25301478100256,38.5188108417517,28.12686230935026,1.0,4806,4713,93,95332,3935,870,16,80,0,13,3,0,0,0,0
2022-06-01,2,0,2,0,6.976516711445408,37.79889409964193,27.693918436069964,1.0,4706,4628,78,92945,3791,915,19,80,0,14,5,0,0,0,0
2022-06-02,3,0,3,0,2.509262427723227,39.66066562316309,28.8465698906424,1.0,5847,5738,109,106895,4381,1466,18,95,0,14,4,0,0,0,0
2022-06-03,4,0,4,0,1.1932736419668923,39.68453190887567,28.674509014200737,1.0,6478,5770,708,91865,3800,2678,16,83,0,12,4,0,0,0,0
2022-06-04,5,0,5,2,0.1833991314197102,40.520281032607045,29.16511158310783,1.0,5914,5796,118,107600,4390,1524,17,88,0,13,4,0,0,0,0
2022-06-05,6,0,6,2,2.47218033157289,40.85295934064766,28.841788041889345,1.0,4886,4774,112,89785,3461,1425,13,67,0,10,3,0,0,0,0
2022-06-06,0,0,7,0,8.96963185574406,39.03642031103385,28.778510170775007,2.0,5866,5761,105,112750,4596,1270,18,93,0,14,4,0,0,0,0
2022-06-07,1,0,8,0,5.891731673539216,39.894182727531074,28.62615711649289,2.0,6124,6011,113,115010,4804,1320,17,91,0,13,4,0,0,0,0
2022-06-08,2,0,9,0,3.301679148038003,38.82191471126015,27.70886426704141,2.0,4706,4614,92,98780,3849,857,16,84,0,12,4,0,0,0,0
2022-06-09,3,0,10,0,19.973675068179165,38.26614861247669,27.576596404715247,2.0,5688,5603,85,102665,4123,1565,17,86,0,13,4,0,0,0,0
2022-06-10,4,0,11,0,14.31424454052602,37.21402390009911,27.58944323488157,2.0,6426,6323,103,113888,4696,1729,17,90,0,13,4,0,0,0,0
2022-06-11,5,0,12,2,8.557225357842245,35.57418248317322,27.131196123322752,2.0,7835,7685,150,138030,5678,2157,17,98,0,13,4,0,0,0,0
2022-06-12,6,0,13,2,27.555314709492805,35.14427888378765,26.55007151539519,2.0,6687,6504,183,138130,5142,1545,16,81,0,12,4,0,0,0,0
2022-06-13,0,0,14,0,12.236994493585607,34.58088054258599,25.301434290489738,2.0,6305,6217,88,121490,4950,1355,18,94,0,14,4,0,0,0,0
2022-06-14,1,0,15,0,26.48185771585832,35.655676003764256,25.05039770877977,2.0,5551,5458,93,114780,4647,904,17,93,0,14,3,0,0,0,0
2022-06-15,2,0,16,0,64.15466717902154,33.66766679676971,24.72084072008789,2.0,4706,4644,62,95575,3817,889,16,85,0,12,4,0,0,0,0
2022-06-16,3,0,17,0,47.60595559523799,31.909740588299258,24.260423667090663,2.0,5827,5723,104,118495,4756,1071,18,94,0,14,4,0,0,0,0
2022-06-17,4,0,18,0,13.025027504566271,33.537324102785306,24.801455727347783,2.0,4343,4280,63,89150,3666,677,15,77,0,12,3,0,0,0,0
2022-06-18,5,0,19,2,14.812343164004584,33.257532590055575,25.444695105768005,2.0,5428,5332,96,103185,4128,1300,14,75,0,11,3,0,0,0,0
2022-06-19,6,0,20,2,90.13905982284388,33.127327018162134,24.83484469252295,2.0,5596,5454,142,117255,4479,1117,16,83,0,13,3,0,0,0,0
2022-06-20,0,0,21,0,42.841312279675456,32.417719435277434,23.91116313957025,2.0,6375,6276,99,120405,4916,1459,18,93,0,14,4,0,0,0,0
2022-06-21,1,0,22,0,62.688090378056216,29.63406057509104,23.15673400651093,2.0,6063,5919,144,121237,4969,1093,18,94,0,14,4,0,0,0,0
2022-06-22,2,0,23,0,99.70443473006355,28.63400539878586,23.005558899808648,2.0,4814,4757,57,102240,4137,677,17,89,0,13,4,0,0,0,0
2022-06-23,3,0,24,0,33.035850306089905,32.68258146333068,24.56887473431209,2.0,5592,5509,83,88530,3641,1951,16,75,0,13,3,0,0,0,0
2022-06-24,4,0,25,0,61.11487361331514,30.94358246450571,25.01439153190097,2.0,5666,5605,61,106540,4434,1232,16,88,0,13,3,0,0,0,0
2022-06-25,5,0,26,2,49.12020659687675,30.85708854548068,23.0710440085943,2.0,5941,5861,80,104805,4166,1775,18,91,0,13,5,0,0,0,0
2022-06-26,6,0,27,2,304.52283077772785,26.01643371175578,23.014915274766224,2.0,4423,4320,103,87725,3489,934,13,67,0,10,3,0,0,0,0
2022-06-27,0,0,28,0,154.6334508935201,27.345830356777867,23.05242869302253,2.0,6797,6698,99,126900,5312,1485,17,89,0,14,3,0,0,0,0
2022-06-28,1,0,29,0,66.4301055032491,27.92320286144343,23.63905183305019,2.0,5218,5140,78,99525,4133,1085,16,85,0,14,2,0,0,0,0
2022-06-29,2,0,0,0,29.45944980371421,31.051154145105382,24.077551236088595,2.0,4875,4819,56,86950,3558,1317,16,82,0,13,3,0,0,0,0
2022-06-30,3,0,1,0,36.76812486470438,30.497088998903507,24.51294187014787,2.0,5794,5723,71,109529,4472,1315,18,92,0,14,4,0,0,0,0
2022-07-01,4,3,2,0,62.99881429298394,30.99912226330548,24.50497568404211,2.0,5778,5633,145,111665,4589,1189,17,91,0,13,4,0,0,0,0
2022-07-02,5,3,3,2,22.05015113082587,30.47868764518961,24.59438749035252,2.0,5777,5713,64,106635,4370,1407,18,98,0,13,5,0,0,0,0
2022-07-03,6,3,4,2,104.52462964292565,29.53995403389888,23.857138547493665,2.0,935,922,13,19770,807,128,4,16,0,4,0,0,0,0,0
2022-07-04,0,0,5,0,115.40877052544552,28.862796102947243,23.404636286591824,2.0,6156,6067,89,119342,4854,1301,17,93,0,13,4,0,0,0,0
2022-07-05,1,0,6,0,142.20786279008115,29.76385180625732,22.90401103561834,2.0,6271,6180,91,119275,4942,1329,17,91,0,14,4,0,0,0,0
2022-07-06,2,0,7,0,370.0532510043121,24.963341370950783,22.77785719984894,2.0,4095,4049,46,86880,3626,469,16,74,0,13,3,0,0,0,0
2022-07-07,3,0,8,0,269.379235909654,27.74174039982205,23.083640934696803,2.0,5953,5831,122,106370,4496,1457,17,87,0,14,3,0,0,0,0
2022-07-08,4,0,9,0,845.5134907789118,24.01569818496461,22.71699644938775,2.0,5536,5487,49,97820,4077,1459,18,86,0,14,4,0,0,0,0
2022-07-09,5,0,10,2,1063.1275946720225,23.91346810378548,22.4850385623742,2.0,5017,4900,117,90975,3746,1271,16,74,0,12,4,0,0,0,0
2022-07-10,6,2,11,2,458.9487560155532,24.300272930899723,22.47517305687353,2.0,3444,3400,44,68655,2774,670,11,60,0,10,1,0,0,0,0
2022-07-11,0,0,12,0,170.19054504838974,25.8566951504327,22.69166995472437,2.0,5797,5735,62,94380,3882,1915,16,85,0,12,4,0,0,0,0
2022-07-12,1,0,13,0,807.2802772882047,23.35800210774454,22.428044809240816,2.0,4072,4034,38,78915,3248,824,14,74,0,11,3,0,0,0,0
2022-07-13,2,0,14,0,530.9527269372691,23.50970930674117,22.28231156885488,2.0,3766,3715,51,79055,3312,454,14,63,0,12,2,0,0,0,0
2022-07-14,3,0,15,0,212.4846588633556,25.96135077568761,22.4049921892273,2.0,5615,5574,41,98840,3999,1616,15,74,0,11,4,0,0,0,0
2022-07-15,4,0,16,0,28.54364098870457,28.8095484367459,23.02726128669974,2.0,5751,5682,69,102435,4290,1461,18,83,0,13,5,0,0,0,0
2022-07-16,5,3,17,2,24.64101929740118,29.49487302005264,23.260194193795883,2.0,6149,6099,50,103515,4246,1903,16,82,0,13,3,0,0,0,0
2022-07-17,6,3,18,2,283.48727559553714,26.098083880615263,23.2013676320438,2.0,6084,5955,129,130240,4927,1157,16,79,0,13,3,0,0,0,0
2022-07-18,0,3,19,0,173.24191700626866,26.99563300196769,23.152606413099534,2.0,6906,6817,89,132455,5461,1445,20,94,0,15,5,0,0,0,0
2022-07-19,1,0,20,0,12.71891158149926,30.202171032035324,23.078762349181204,2.0,6760,6710,50,128255,5181,1579,19,91,0,15,4,0,0,0,0
2022-07-20,2,0,21,0,1.497517063763608,30.628292682483163,24.100541623058973,2.0,3850,3825,25,83370,3314,536,16,70,0,11,5,0,0,0,0
2022-07-21,3,0,22,0,23.396015306703845,29.13201586668839,24.19975614639088,2.0,5589,5527,62,103350,4268,1311,17,85,0,13,4,0,0,0,0
2022-07-22,4,0,23,0,257.3781625817211,26.42453400906124,23.175258400238192,2.0,4478,4445,33,87125,3732,746,16,79,0,13,3,0,0,0,0
2022-07-23,5,3,24,2,181.25103858376409,25.63000739330056,23.012541191514003,2.0,5028,4956,72,93565,3678,1350,14,66,0,10,4,0,0,0,0
2022-07-24,6,3,25,2,61.71785370866744,26.78808844251148,22.812972857388218,2.0,5317,5008,309,101280,3994,1322,14,70,0,11,3,0,0,0,0
2022-07-25,0,3,26,2,71.80697214146372,28.226258379669048,22.73617569587861,2.0,5423,5323,100,111165,4447,976,15,81,0,10,5,0,0,0,0
2022-07-26,1,0,27,0,150.40700980352412,26.102890509186068,23.039001956339177,2.0,3953,3901,52,83560,3451,502,13,57,0,10,3,0,0,0,0
2022-07-27,2,0,28,0,43.999479465936176,28.89815974669017,23.08603849473161,2.0,3663,3615,48,75485,3095,568,16,65,0,10,6,0,0,0,0
2022-07-28,3,0,0,0,68.996261029271,30.376867315819084,22.87825423752957,2.0,5615,5579,36,100465,4148,1467,19,84,0,13,6,0,0,0,0
2022-07-29,4,0,1,0,127.00243079190572,30.420025592268303,23.066037887125617,2.0,5028,4979,49,87075,3652,1376,17,70,0,12,5,0,0,0,0
2022-07-30,5,0,2,2,61.26051587520595,30.484790736570343,23.104763206965004,2.0,5401,5362,39,97725,4089,1312,17,71,0,12,5,0,0,0,0
2022-07-31,6,0,3,2,35.388526372556434,31.17713601041214,23.56289432855556,2.0,4840,4755,85,101690,3911,929,16,70,0,10,6,0,0,0,0
2022-08-01,0,0,4,0,42.02877987493184,30.960221179755592,23.95068914258445,2.0,5800,5683,117,101650,4239,1561,19,88,0,15,4,0,0,0,0
2022-08-02,1,0,5,0,56.665197288260615,31.32802620598278,23.632818621429863,2.0,4436,4400,36,91265,3685,751,19,79,0,14,5,0,0,0,0
2022-08-03,2,0,6,0,119.77768596441594,31.26950841476816,23.34204375259532,2.0,3078,3047,31,62470,2568,510,13,50,0,9,4,0,0,0,0
2022-08-04,3,0,7,0,245.1236074610307,29.91893629306759,23.42837681145818,2.0,4262,4222,40,91395,3820,442,15,68,0,11,4,0,0,0,0
2022-08-05,4,3,8,0,195.7151886032844,29.37203723650936,23.35839627777466,2.0,5997,5949,48,117920,4696,1300,21,101,0,15,6,0,0,0,0
2022-08-06,5,3,9,2,123.86275616875844,26.623856873239788,23.10734519290685,2.0,5282,5217,65,107900,4183,1099,20,75,0,14,6,0,0,0,0
2022-08-07,6,3,10,2,434.4031519650212,25.649058216771323,22.943620120603896,2.0,5158,5049,109,113945,4321,837,18,76,0,12,6,0,0,0,0
2022-08-08,0,3,11,0,316.3569487258539,24.49939141668108,22.602600836931288,2.0,6072,6004,68,123210,4924,1148,20,87,0,14,6,0,0,0,0
2022-08-09,1,3,12,2,214.2200883070363,24.20919960929808,22.64006305735711,2.0,5420,5356,64,104395,4274,1145,16,75,0,12,4,0,0,0,0
2022-08-10,2,0,13,0,15.174240586164178,28.479342778470368,23.315907212789284,2.0,5453,5421,32,108005,4168,1285,19,87,0,13,6,0,0,0,0
2022-08-11,3,0,14,0,4.226455608458681,28.89833680990654,23.760722395604148,2.0,4279,4217,62,87085,3452,827,13,57,0,9,4,0,0,0,0
2022-08-12,4,3,15,0,3.800612121825339,29.48273600525084,24.06170165109205,2.0,10662,9672,990,195310,7767,2895,18,81,0,14,4,0,0,0,0
2022-08-13,5,3,16,2,16.44114457008678,28.70653991550768,23.46425532472165,2.0,6963,6799,164,148335,5799,1164,18,77,0,14,4,0,0,0,0
2022-08-14,6,3,17,2,143.9781457609296,27.552208919776263,22.57790084479774,2.0,6071,5887,184,128615,4844,1226,16,73,0,12,4,0,0,0,0
2022-08-15,0,3,18,2,57.63581997671233,26.17810941055416,22.340901289145503,2.0,4510,4415,95,97465,3385,1125,17,65,0,10,7,0,0,0,0
2022-08-16,1,3,19,0,3.8143958567744174,29.551317633365382,22.46188064855005,2.0,6372,6302,70,122130,5100,1272,17,77,0,15,2,0,0,0,0
2022-08-17,2,0,20,0,1.641920646761665,30.224365514356634,23.191922611262896,2.0,4975,4938,37,100990,3894,1081,13,66,0,9,4,0,0,0,0
2022-08-18,3,0,21,0,1.8789047261883776,30.3552008942566,23.735885080818832,2.0,6926,6851,75,132010,5353,1573,19,89,0,15,4,0,0,0,0
2022-08-19,4,0,22,0,1.2251487937144805,29.267522871002257,24.494262319334496,2.0,6334,6264,70,115665,4793,1540,19,90,0,14,5,0,0,0,0
2022-08-20,5,2,23,2,8.691706197297597,29.579808978026165,24.188431128911475,2.0,5420,5318,102,111075,4394,1026,18,72,0,14,4,0,0,0,0
2022-08-21,6,0,24,2,2.9973652264044106,29.625342099687487,24.14574286456741,2.0,8210,8025,185,162710,6172,2038,19,91,0,13,6,0,0,0,0
2022-08-22,0,0,25,0,6.64029141029306,29.1776926510517,23.47482410035127,2.0,6621,6544,77,132935,5174,1447,16,80,0,10,6,0,0,0,0
2022-08-23,1,0,26,0,8.8242286807729,29.73168510694859,23.35915220710024,2.0,7060,6934,126,136365,5283,1776,20,91,0,15,5,0,0,0,0
2022-08-24,2,0,27,0,7.8840078651179795,29.66443244133984,23.95950812718735,2.0,7671,7603,68,137545,5418,2253,20,92,0,14,6,0,0,0,0
2022-08-25,3,0,28,0,16.58812363096049,30.11208060397837,23.34448883100214,2.0,7139,7086,53,135365,5495,1644,20,95,0,16,4,0,0,0,0
2022-08-26,4,0,29,0,8.418700743651408,29.99126365165648,23.298828843586307,2.0,7477,7349,128,119530,4970,2507,21,100,0,17,4,0,0,0,0
2022-08-27,5,0,0,2,4.724569126675176,30.521575635972454,23.593757120338523,2.0,6865,6784,81,130410,5147,1718,21,105,0,15,6,0,0,0,0
2022-08-28,6,0,1,2,1.294926361230234,29.99717340581577,24.134424013229875,2.0,7949,7824,125,139190,5524,2425,19,103,0,15,4,0,0,0,0
2022-08-29,0,0,2,0,76.24793168552853,29.98245652264132,22.445604663027154,2.0,7604,7531,73,141700,5676,1927,20,114,0,14,6,0,0,0,0
2022-08-30,1,0,3,0,46.14522968465053,30.1922549262477,22.408662476069992,2.0,7705,7646,59,128325,5367,2335,19,100,0,15,4,0,0,0,0
2022-08-31,2,2,4,2,86.16031039293951,30.34292289949365,23.02472464484913,2.0,4840,4777,63,89605,3644,1196,16,81,0,12,4,0,0,0,0
2022-09-01,3,0,5,0,25.020336524362143,30.467992256818206,23.23605145639636,2.0,6922,6866,56,130495,5272,1650,23,108,0,17,6,0,0,0,0
2022-09-02,4,0,6,0,2.343799759683565,30.51587258661584,22.98059690340739,2.0,8288,8215,73,150125,5872,2416,22,114,0,16,6,0,0,0,0
2022-09-03,5,0,7,2,11.472469383290136,31.351766310621485,23.83472592622689,2.0,6518,6440,78,124280,4999,1518,21,96,0,15,6,0,0,0,0
2022-09-04,6,0,8,2,34.02107910172107,30.320139328194102,24.066150678226336,2.0,7053,6936,117,127540,4850,2203,21,104,0,15,6,0,0,0,0
2022-09-05,0,0,9,0,89.34424571438734,30.854621765276704,23.45696203757126,2.0,5177,5125,52,110120,4213,964,18,79,0,12,6,0,0,0,0
2022-09-06,1,0,10,0,66.08240467919441,31.034135327299964,23.03371806091968,2.0,7349,7282,67,135020,5557,1791,23,108,0,16,7,0,0,0,0
2022-09-07,2,0,11,0,130.7839901418764,30.16923292956892,22.645203310154614,2.0,7523,7480,43,127890,5011,2512,21,104,0,14,7,0,0,0,0
2022-09-08,3,0,12,0,325.03400158308034,28.616644429035148,23.012494111624846,2.0,7094,7004,90,146725,5912,1182,21,100,0,14,7,0,0,0,0
2022-09-09,4,0,13,0,272.2507653088296,28.36331408736322,22.91858845642321,2.0,7442,7358,84,121390,4885,2557,21,104,0,14,7,0,0,0,0
2022-09-10,5,0,14,2,441.07255037591375,25.819204698794977,23.0326433288904,2.0,5989,5923,66,113650,4496,1492,18,81,0,13,5,0,0,0,0
2022-09-11,6,0,15,2,835.8187203778512,24.5701456391584,22.86067934681188,2.0,6427,6315,112,113760,4478,1949,16,73,0,13,3,0,0,0,0
2022-09-12,0,0,16,0,108.40466579448176,27.369351479459283,22.819797052845672,2.0,6210,6112,98,113025,4532,1678,20,101,0,15,5,0,0,0,0
2022-09-13,1,0,17,0,6.850167394778093,28.381844186478247,22.96685770492263,2.0,8083,8026,57,143680,5684,2399,22,111,0,15,7,0,0,0,0
2022-09-14,2,0,18,0,7.02228698295372,29.3807536195352,23.33250634896888,2.0,7227,6774,453,124630,5073,2154,20,98,0,15,5,0,0,0,0
2022-09-15,3,0,19,0,3.996066452228858,28.93270528793994,23.17753212617123,2.0,7131,7070,61,140855,5506,1624,22,112,0,15,7,0,0,0,0
2022-09-16,4,0,20,0,2.068401292286832,28.949341525755244,23.172479537934976,3.0,7026,6982,44,125290,5050,1976,21,100,0,14,7,0,0,0,0
2022-09-17,5,1,21,2,12.127608114170368,29.81275151215101,23.23535368123737,3.0,3139,3106,33,61830,2372,767,9,46,0,5,4,0,0,0,0
2022-09-18,6,0,22,2,14.570576649637871,29.54998320193323,23.314256961018373,3.0,6859,6786,73,115410,4456,2403,18,92,0,12,6,0,0,0,0
2022-09-19,0,0,23,0,93.53287724404562,28.48904990903168,22.52510532328614,3.0,7555,7470,85,138315,5561,1994,21,110,0,16,6,0,0,0,0
2022-09-20,1,0,24,0,50.768568700311086,27.62904070134977,22.31165347858632,3.0,8838,8780,58,155920,6176,2662,21,116,0,15,6,0,0,0,0
2022-09-21,2,0,25,0,14.155163016156632,29.22310854262816,22.9159230354602,3.0,6996,6946,50,124615,4969,2027,20,98,0,14,6,0,0,0,0
2022-09-22,3,0,26,0,18.201477463633367,28.46978710034409,23.21307079077178,3.0,7334,7292,42,127300,5113,2221,20,100,0,15,5,0,0,0,0
2022-09-23,4,0,27,0,6.645990454978666,28.55725227443787,22.803223998789065,3.0,7739,7686,53,122435,5020,2718,22,112,0,16,6,0,0,0,0
2022-09-24,5,0,28,2,4.066500589583416,29.57646101708383,22.28673475945544,3.0,5542,5477,65,92270,3583,1959,15,78,0,12,3,0,0,0,0
